event_id,case_id,event_type,category,customer_id,merchant_id,obligation_id,obligation_type,amount_paise,amount_paid_paise,outstanding_amount_paise,currency,payment_method,bank,failure_reason,root_cause,created_at,hour_of_day,day_of_week,day_of_month,days_overdue,persona,customer_segment,customer_tenure_days,successful_payment_count,failed_payment_count_90d,previous_retry_success,previous_dunning_response,ptp_history_count,fulfilled_ptp_count,partial_payment_count,disputed_payment_count,invoice_count,subscription_count,average_days_late,days_since_last_payment,preferred_payment_hour,preferred_payment_day,channel_preference,last_contact_channel,contact_count_7d,contact_count_30d,sms_open_rate,whatsapp_read_rate,email_open_rate,voice_answer_rate,consent_sms,consent_email,consent_whatsapp,consent_voice,payment_method_changes_90d,device_change_count_30d,gateway_latency_ms,bank_status,is_international,is_anonymous_checkout,mandate_status,link_state,last_webhook_status,conversation_intent_hint,customer_message_sample,event_quality_flag
evt_syn_00882,case_syn_00882,checkout.abandoned,Checkout abandoned,cus_0056,mer_edu_03,obl_syn_00882,payment,1045300,0,1045300,INR,upi,Yes Bank,checkout_abandoned,checkout_abandoned,1787263680,22,3,20,0,P1,startup,474,10,2,0.574,calm,1,1,0,0,2,1,2.7,29,20,12,EMAIL,PAYMENT_LINK,3,6,0.541,0.416,0.679,0.705,1,1,1,0,4,0,1033,normal,1,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00883,case_syn_00883,checkout.abandoned,Checkout abandoned,cus_0093,mer_retail_01,obl_syn_00883,payment,978700,0,978700,INR,wallet,SBI,checkout_abandoned,checkout_abandoned,1787257260,20,3,20,0,P1,consumer,2309,48,1,0.857,calm,2,0,1,0,4,0,1.9,90,15,7,EMAIL,PAYMENT_LINK,3,3,0.57,0.378,0.682,0.257,1,1,1,0,3,3,1749,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00884,case_syn_00884,checkout.abandoned,Checkout abandoned,cus_0329,mer_edu_03,obl_syn_00884,payment,1220800,0,1220800,INR,netbanking,SBI,checkout_abandoned,checkout_abandoned,1787261100,21,3,20,1,P6,startup,595,5,1,0.5,sms_responsive,1,0,1,0,5,2,7.6,16,8,17,SMS,WHATSAPP,0,11,0.789,0.103,0.183,0.609,1,1,1,1,2,1,1150,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00885,case_syn_00885,checkout.abandoned,Checkout abandoned,cus_0395,mer_edu_03,obl_syn_00885,payment,1378600,0,1378600,INR,netbanking,Axis,checkout_abandoned,checkout_abandoned,1787257080,20,3,20,1,P1,enterprise,2376,43,0,0.622,calm,0,0,0,0,4,0,1.6,22,14,28,EMAIL,SMS,3,4,0.263,0.276,0.8,0.117,1,1,1,0,3,3,1582,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00886,case_syn_00886,checkout.abandoned,Checkout abandoned,cus_0027,mer_travel_05,obl_syn_00886,payment,975300,0,975300,INR,upi,Kotak,checkout_abandoned,checkout_abandoned,1787258880,20,3,20,1,P6,consumer,502,9,3,0.575,sms_responsive,0,0,2,0,4,2,2.7,15,8,6,SMS,VOICE_CALL,2,5,0.622,0.5,0.338,0.4,1,1,1,1,0,1,1062,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00887,case_syn_00887,checkout.abandoned,Checkout abandoned,cus_0059,mer_edu_03,obl_syn_00887,payment,723600,0,723600,INR,upi,HDFC,checkout_abandoned,checkout_abandoned,1787252820,19,3,20,0,P6,enterprise,1190,17,6,0.583,sms_responsive,0,0,1,2,0,2,4.8,20,11,28,SMS,VOICE_CALL,0,7,0.746,0.406,0.332,0.632,1,1,1,1,0,1,1501,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00888,case_syn_00888,checkout.abandoned,Checkout abandoned,cus_0377,mer_health_04,obl_syn_00888,payment,1230100,0,1230100,INR,card,Kotak,checkout_abandoned,checkout_abandoned,1787257800,20,3,20,0,P3,startup,428,10,9,0.124,avoidant,2,2,0,0,5,1,13.2,71,22,17,SMS,PAYMENT_LINK,3,11,0.908,0.386,0.303,0.216,1,1,1,1,2,0,165,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00889,case_syn_00889,checkout.abandoned,Checkout abandoned,cus_0118,mer_saas_02,obl_syn_00889,payment,261300,0,261300,INR,netbanking,Federal,checkout_abandoned,checkout_abandoned,1787250960,18,3,20,0,P1,enterprise,1255,20,0,0.791,calm,0,0,1,0,0,1,2.2,9,20,27,EMAIL,WHATSAPP,3,4,0.471,0.524,0.941,0.146,1,1,1,1,2,0,234,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00890,case_syn_00890,checkout.abandoned,Checkout abandoned,cus_0179,mer_edu_03,obl_syn_00890,payment,133500,0,133500,INR,netbanking,SBI,checkout_abandoned,checkout_abandoned,1787255820,19,3,20,0,P9,enterprise,1065,17,7,0.541,method_switcher,1,1,2,0,0,4,3.5,20,14,15,PAYMENT_LINK,SMS,0,1,0.555,0.481,0.367,0.597,1,1,1,1,9,7,900,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00891,case_syn_00891,checkout.abandoned,Checkout abandoned,cus_0207,mer_health_04,obl_syn_00891,payment,508000,0,508000,INR,upi,Kotak,checkout_abandoned,checkout_abandoned,1787249820,18,3,20,1,P6,enterprise,1252,16,4,0.467,sms_responsive,2,0,0,0,4,4,2.1,50,16,2,SMS,VOICE_CALL,1,7,0.687,0.4,0.178,0.488,1,1,1,1,3,1,326,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00892,case_syn_00892,checkout.abandoned,Checkout abandoned,cus_0152,mer_retail_01,obl_syn_00892,payment,390000,0,390000,INR,upi,Yes Bank,checkout_abandoned,checkout_abandoned,1787254380,19,3,20,0,P6,startup,399,11,2,0.76,sms_responsive,0,0,0,0,3,1,4.5,25,20,6,SMS,PAYMENT_LINK,0,5,0.621,0.397,0.297,0.325,1,1,1,1,2,0,953,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00893,case_syn_00893,checkout.abandoned,Checkout abandoned,cus_0411,mer_edu_03,obl_syn_00893,payment,1091700,0,1091700,INR,card,Axis,checkout_abandoned,checkout_abandoned,1787245500,17,3,20,0,P6,consumer,405,5,0,0.716,sms_responsive,0,0,0,1,1,1,1.5,29,12,19,SMS,VOICE_CALL,2,2,0.676,0.199,0.358,0.14,1,1,1,1,3,0,675,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00894,case_syn_00894,checkout.abandoned,Checkout abandoned,cus_0402,mer_saas_02,obl_syn_00894,payment,980000,0,980000,INR,netbanking,Yes Bank,checkout_abandoned,checkout_abandoned,1787254800,19,3,20,1,P2,startup,1320,26,4,0.436,needs_salary_day,5,1,2,1,5,4,5.8,7,23,25,WHATSAPP,EMAIL,0,10,0.456,0.679,0.117,0.408,1,1,1,1,3,2,1762,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00895,case_syn_00895,checkout.abandoned,Checkout abandoned,cus_0074,mer_health_04,obl_syn_00895,payment,1096600,0,1096600,INR,card,SBI,checkout_abandoned,checkout_abandoned,1787251080,18,3,20,1,P7,smb,988,18,4,0.45,whatsapp_responsive,1,1,2,0,2,4,5.1,15,11,8,WHATSAPP,SMS,1,4,0.119,0.789,0.226,0.551,1,1,1,1,0,2,1431,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00896,case_syn_00896,checkout.abandoned,Checkout abandoned,cus_0116,mer_health_04,obl_syn_00896,payment,165400,0,165400,INR,netbanking,SBI,checkout_abandoned,checkout_abandoned,1787250480,18,3,20,0,P2,enterprise,1047,23,8,0.4,needs_salary_day,3,3,2,0,2,2,3.4,9,21,3,WHATSAPP,PAYMENT_LINK,3,12,0.438,0.835,0.072,0.644,1,1,1,1,0,0,811,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00897,case_syn_00897,checkout.abandoned,Checkout abandoned,cus_0356,mer_saas_02,obl_syn_00897,payment,1116600,0,1116600,INR,wallet,Kotak,checkout_abandoned,checkout_abandoned,1787246640,17,3,20,0,P1,consumer,2242,41,2,0.609,calm,0,0,0,1,4,1,0.3,87,17,28,EMAIL,VOICE_CALL,1,4,0.17,0.149,0.943,0.617,1,1,1,1,3,1,1683,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00898,case_syn_00898,checkout.abandoned,Checkout abandoned,cus_0296,mer_travel_05,obl_syn_00898,payment,1184300,0,1184300,INR,upi,IDFC,checkout_abandoned,checkout_abandoned,1787245860,17,3,20,1,P6,smb,118,0,5,0.396,sms_responsive,1,1,0,0,6,4,3.1,21,17,2,SMS,EMAIL,0,6,0.794,0.162,0.131,0.12,1,1,1,1,2,0,867,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00899,case_syn_00899,checkout.abandoned,Checkout abandoned,cus_0215,mer_retail_01,obl_syn_00899,payment,1265100,0,1265100,INR,card,SBI,checkout_abandoned,checkout_abandoned,1787249160,18,3,20,0,P9,startup,905,17,6,0.345,method_switcher,0,0,1,0,3,2,6.9,49,22,4,PAYMENT_LINK,SMS,2,4,0.565,0.291,0.352,0.206,1,1,1,1,7,4,1767,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00900,case_syn_00900,checkout.abandoned,Checkout abandoned,cus_0180,mer_travel_05,obl_syn_00900,payment,1201200,0,1201200,INR,card,IDFC,checkout_abandoned,checkout_abandoned,1787245020,16,3,20,0,P9,enterprise,472,10,5,0.455,method_switcher,0,0,2,0,0,2,2.4,38,19,5,PAYMENT_LINK,EMAIL,0,2,0.532,0.168,0.319,0.36,1,1,1,1,9,3,765,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00901,case_syn_00901,checkout.abandoned,Checkout abandoned,cus_0013,mer_edu_03,obl_syn_00901,payment,1340600,0,1340600,INR,upi,SBI,checkout_abandoned,checkout_abandoned,1787246340,17,3,20,0,P2,smb,208,12,6,0.646,needs_salary_day,4,1,2,0,6,4,5.8,42,20,12,WHATSAPP,SMS,0,4,0.403,0.706,0.548,0.617,1,1,1,1,3,2,1628,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00902,case_syn_00902,checkout.abandoned,Checkout abandoned,cus_0007,mer_travel_05,obl_syn_00902,payment,431400,0,431400,INR,wallet,Federal,checkout_abandoned,checkout_abandoned,1787240760,15,3,20,0,P6,smb,325,11,0,0.662,sms_responsive,3,2,0,1,6,4,1.5,74,8,1,SMS,VOICE_CALL,0,2,0.764,0.555,0.455,0.125,1,1,1,1,3,3,1027,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00903,case_syn_00903,checkout.abandoned,Checkout abandoned,cus_0031,mer_health_04,obl_syn_00903,payment,1337700,0,1337700,INR,wallet,Federal,checkout_abandoned,checkout_abandoned,1787236140,14,3,20,0,P3,consumer,331,5,13,0.242,avoidant,4,1,0,2,4,1,17.0,42,22,1,SMS,SMS,0,10,0.84,0.388,0.32,0.675,1,1,1,0,0,0,774,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00904,case_syn_00904,checkout.abandoned,Checkout abandoned,cus_0141,mer_health_04,obl_syn_00904,payment,366000,0,366000,INR,wallet,SBI,checkout_abandoned,checkout_abandoned,1787240760,15,3,20,1,P7,smb,895,15,1,0.688,whatsapp_responsive,0,0,1,1,3,2,4.2,21,18,24,WHATSAPP,VOICE_CALL,2,9,0.549,0.688,0.114,0.641,1,1,1,1,3,2,277,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00905,case_syn_00905,checkout.abandoned,Checkout abandoned,cus_0111,mer_health_04,obl_syn_00905,payment,444000,0,444000,INR,netbanking,HDFC,checkout_abandoned,checkout_abandoned,1787233380,13,3,20,1,P2,enterprise,1058,25,6,0.666,needs_salary_day,4,4,1,0,1,5,6.2,69,19,7,WHATSAPP,WHATSAPP,0,7,0.172,0.865,0.172,0.629,1,1,1,0,2,1,1249,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00906,case_syn_00906,checkout.abandoned,Checkout abandoned,cus_0101,mer_edu_03,obl_syn_00906,payment,191700,0,191700,INR,upi,Yes Bank,checkout_abandoned,checkout_abandoned,1787233200,13,3,20,1,P9,startup,1100,20,4,0.307,method_switcher,2,1,0,0,4,2,6.2,35,12,13,PAYMENT_LINK,PAYMENT_LINK,2,10,0.286,0.265,0.371,0.182,1,1,1,1,4,5,160,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00907,case_syn_00907,checkout.abandoned,Checkout abandoned,cus_0155,mer_edu_03,obl_syn_00907,payment,112100,0,112100,INR,upi,Kotak,checkout_abandoned,checkout_abandoned,1787239260,15,3,20,1,P9,enterprise,119,0,5,0.255,method_switcher,0,0,1,0,2,5,5.1,84,20,11,PAYMENT_LINK,VOICE_CALL,2,8,0.35,0.198,0.27,0.67,1,1,1,1,8,7,1367,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00908,case_syn_00908,checkout.abandoned,Checkout abandoned,cus_0411,mer_travel_05,obl_syn_00908,payment,972200,0,972200,INR,netbanking,Yes Bank,checkout_abandoned,checkout_abandoned,1787235780,14,3,20,0,P6,consumer,405,5,0,0.716,sms_responsive,0,0,0,1,1,1,1.5,29,12,19,SMS,VOICE_CALL,2,2,0.676,0.199,0.358,0.14,1,1,1,1,3,0,990,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00909,case_syn_00909,checkout.abandoned,Checkout abandoned,cus_0109,mer_health_04,obl_syn_00909,payment,270900,0,270900,INR,netbanking,SBI,checkout_abandoned,checkout_abandoned,1787229000,12,3,20,1,P9,consumer,802,17,10,0.305,method_switcher,0,0,1,0,1,1,9.4,28,20,12,PAYMENT_LINK,SMS,1,12,0.382,0.381,0.388,0.334,1,1,1,1,5,7,305,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00910,case_syn_00910,checkout.abandoned,Checkout abandoned,cus_0087,mer_retail_01,obl_syn_00910,payment,240700,0,240700,INR,upi,Federal,checkout_abandoned,checkout_abandoned,1787237100,14,3,20,1,P6,enterprise,1107,22,2,0.588,sms_responsive,0,0,1,1,0,5,5.2,29,16,6,SMS,WHATSAPP,1,10,0.668,0.431,0.55,0.108,1,1,1,0,4,3,142,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00911,case_syn_00911,checkout.abandoned,Checkout abandoned,cus_0087,mer_travel_05,obl_syn_00911,payment,302500,0,302500,INR,netbanking,ICICI,checkout_abandoned,checkout_abandoned,1787231940,13,3,20,0,P6,enterprise,1107,22,2,0.588,sms_responsive,0,0,1,1,0,5,5.2,29,16,6,SMS,WHATSAPP,1,10,0.668,0.431,0.55,0.108,1,1,1,0,4,3,419,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00912,case_syn_00912,checkout.abandoned,Checkout abandoned,cus_0408,mer_retail_01,obl_syn_00912,payment,922000,0,922000,INR,netbanking,Federal,checkout_abandoned,checkout_abandoned,1787234160,13,3,20,1,P6,startup,424,8,5,0.442,sms_responsive,1,0,1,0,4,5,1.0,47,17,10,SMS,SMS,2,5,0.666,0.447,0.095,0.216,1,1,1,1,1,3,343,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00913,case_syn_00913,checkout.abandoned,Checkout abandoned,cus_0166,mer_retail_01,obl_syn_00913,payment,1302500,0,1302500,INR,netbanking,Federal,checkout_abandoned,checkout_abandoned,1787229960,12,3,20,0,P7,consumer,328,2,4,0.493,whatsapp_responsive,0,0,0,0,2,4,6.3,36,15,14,WHATSAPP,SMS,2,5,0.205,0.672,0.096,0.417,1,1,1,1,1,0,1012,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00914,case_syn_00914,checkout.abandoned,Checkout abandoned,cus_0163,mer_travel_05,obl_syn_00914,payment,1006700,0,1006700,INR,wallet,IDFC,checkout_abandoned,checkout_abandoned,1787224680,11,3,20,0,P4,enterprise,2512,48,3,0.464,formal,0,0,0,0,17,3,7.6,1,17,3,EMAIL,SMS,0,8,0.106,0.51,0.642,0.266,1,1,1,1,1,2,521,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00915,case_syn_00915,checkout.abandoned,Checkout abandoned,cus_0295,mer_retail_01,obl_syn_00915,payment,624800,0,624800,INR,netbanking,HDFC,checkout_abandoned,checkout_abandoned,1787229480,12,3,20,1,P6,smb,214,9,2,0.775,sms_responsive,0,0,1,0,1,1,8.2,20,18,12,SMS,SMS,0,5,0.77,0.532,0.076,0.653,1,1,1,1,1,0,579,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00916,case_syn_00916,checkout.abandoned,Checkout abandoned,cus_0243,mer_retail_01,obl_syn_00916,payment,777100,0,777100,INR,upi,IDFC,checkout_abandoned,checkout_abandoned,1787228460,12,3,20,1,P2,startup,129,0,5,0.642,needs_salary_day,4,4,0,1,3,1,6.0,2,23,4,WHATSAPP,PAYMENT_LINK,1,5,0.083,0.626,0.494,0.662,1,1,1,1,2,3,1711,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00917,case_syn_00917,checkout.abandoned,Checkout abandoned,cus_0151,mer_edu_03,obl_syn_00917,payment,389900,0,389900,INR,upi,SBI,checkout_abandoned,checkout_abandoned,1787225460,11,3,20,1,P1,smb,1444,24,3,0.713,calm,0,0,1,0,6,0,1.2,72,14,18,EMAIL,SMS,3,10,0.18,0.064,0.936,0.176,1,1,1,1,2,0,1236,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00918,case_syn_00918,checkout.abandoned,Checkout abandoned,cus_0073,mer_edu_03,obl_syn_00918,payment,733500,0,733500,INR,wallet,ICICI,checkout_abandoned,checkout_abandoned,1787226360,11,3,20,1,P7,enterprise,1092,26,5,0.555,whatsapp_responsive,0,0,2,0,3,5,7.6,26,21,23,WHATSAPP,VOICE_CALL,3,8,0.152,0.852,0.499,0.226,1,1,1,1,2,3,182,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00919,case_syn_00919,checkout.abandoned,Checkout abandoned,cus_0222,mer_health_04,obl_syn_00919,payment,418100,0,418100,INR,netbanking,Axis,checkout_abandoned,checkout_abandoned,1787223360,10,3,20,1,P9,enterprise,196,8,9,0.344,method_switcher,0,0,2,0,2,4,7.6,9,13,20,PAYMENT_LINK,SMS,0,10,0.361,0.502,0.49,0.691,1,1,1,0,7,3,1728,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00920,case_syn_00920,checkout.abandoned,Checkout abandoned,cus_0043,mer_saas_02,obl_syn_00920,payment,1352400,0,1352400,INR,wallet,ICICI,checkout_abandoned,checkout_abandoned,1787220960,10,3,20,0,P3,enterprise,326,2,12,0.302,avoidant,5,4,1,0,5,2,13.4,3,21,17,SMS,EMAIL,3,11,0.646,0.451,0.308,0.345,1,1,1,0,2,1,1582,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00921,case_syn_00921,checkout.abandoned,Checkout abandoned,cus_0330,mer_retail_01,obl_syn_00921,payment,488000,0,488000,USD,netbanking,IDFC,checkout_abandoned,checkout_abandoned,1787219100,9,3,20,0,P2,startup,646,3,5,0.344,needs_salary_day,1,1,0,0,6,2,4.0,11,20,11,WHATSAPP,PAYMENT_LINK,3,6,0.077,0.947,0.473,0.612,1,1,1,1,3,2,1535,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00922,case_syn_00922,checkout.abandoned,Checkout abandoned,cus_0390,mer_saas_02,obl_syn_00922,payment,1049700,0,1049700,INR,upi,Kotak,checkout_abandoned,checkout_abandoned,1787222340,10,3,20,1,P2,startup,504,8,6,0.431,needs_salary_day,2,2,1,0,5,5,5.2,2,23,5,WHATSAPP,WHATSAPP,3,8,0.28,0.659,0.439,0.38,1,1,1,1,4,2,203,normal,0,1,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00923,case_syn_00923,checkout.abandoned,Checkout abandoned,cus_0372,mer_retail_01,obl_syn_00923,payment,204800,0,204800,INR,wallet,IDFC,checkout_abandoned,checkout_abandoned,1787225340,11,3,20,1,P3,startup,627,6,13,0.372,avoidant,2,2,1,0,3,0,14.4,46,22,25,SMS,EMAIL,3,7,0.742,0.569,0.359,0.334,1,1,1,1,4,0,1775,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00924,case_syn_00924,checkout.abandoned,Checkout abandoned,cus_0231,mer_retail_01,obl_syn_00924,payment,1358800,0,1358800,INR,wallet,IDFC,checkout_abandoned,checkout_abandoned,1787217360,9,3,20,0,P5,enterprise,890,17,9,0.08,disputes_often,2,0,0,3,21,1,5.1,68,11,21,EMAIL,VOICE_CALL,2,2,0.227,0.095,0.81,0.294,1,1,1,1,3,3,504,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00925,case_syn_00925,checkout.abandoned,Checkout abandoned,cus_0287,mer_retail_01,obl_syn_00925,payment,1063400,0,1063400,INR,upi,Kotak,checkout_abandoned,checkout_abandoned,1787217240,9,3,20,1,P7,consumer,976,18,4,0.421,whatsapp_responsive,1,0,1,0,5,4,3.7,70,17,21,WHATSAPP,SMS,3,2,0.207,0.91,0.435,0.405,1,1,1,1,4,2,245,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00926,case_syn_00926,checkout.abandoned,Checkout abandoned,cus_0301,mer_retail_01,obl_syn_00926,payment,839900,0,839900,INR,card,HDFC,checkout_abandoned,checkout_abandoned,1787218260,9,3,20,1,P2,consumer,439,5,6,0.536,needs_salary_day,3,3,0,0,1,3,2.7,4,18,23,WHATSAPP,WHATSAPP,1,9,0.183,0.754,0.413,0.378,1,1,1,1,1,3,510,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00927,case_syn_00927,checkout.abandoned,Checkout abandoned,cus_0159,mer_health_04,obl_syn_00927,payment,461600,0,461600,INR,netbanking,SBI,checkout_abandoned,checkout_abandoned,1787216280,8,3,20,1,P2,enterprise,294,5,3,0.381,needs_salary_day,5,3,2,0,2,5,3.5,55,19,1,WHATSAPP,VOICE_CALL,3,9,0.21,0.906,0.465,0.443,1,1,1,1,1,1,1481,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00928,case_syn_00928,checkout.abandoned,Checkout abandoned,cus_0397,mer_travel_05,obl_syn_00928,payment,340800,0,340800,INR,netbanking,Axis,checkout_abandoned,checkout_abandoned,1787212980,8,3,20,0,P2,enterprise,637,10,3,0.471,needs_salary_day,5,1,1,0,4,3,4.0,39,23,23,WHATSAPP,WHATSAPP,0,8,0.5,0.744,0.163,0.265,1,1,1,1,3,3,1461,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00929,case_syn_00929,checkout.abandoned,Checkout abandoned,cus_0087,mer_saas_02,obl_syn_00929,payment,1031400,0,1031400,INR,wallet,SBI,checkout_abandoned,checkout_abandoned,1787214060,8,3,20,0,P6,enterprise,1107,22,2,0.588,sms_responsive,0,0,1,1,0,5,5.2,29,16,6,SMS,WHATSAPP,1,10,0.668,0.431,0.55,0.108,1,1,1,0,4,3,94,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00930,case_syn_00930,checkout.abandoned,Checkout abandoned,cus_0315,mer_saas_02,obl_syn_00930,payment,178800,0,178800,INR,upi,Yes Bank,checkout_abandoned,checkout_abandoned,1787215260,8,3,20,0,P6,smb,598,9,4,0.395,sms_responsive,0,0,0,0,2,4,3.2,86,19,13,SMS,EMAIL,2,3,0.664,0.428,0.107,0.675,1,1,1,1,3,3,921,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
evt_syn_00931,case_syn_00931,checkout.abandoned,Checkout abandoned,cus_0111,mer_saas_02,obl_syn_00931,payment,1163800,0,1163800,INR,card,Yes Bank,checkout_abandoned,checkout_abandoned,1787210580,7,3,20,0,P2,enterprise,1058,25,6,0.666,needs_salary_day,4,4,1,0,1,5,6.2,69,19,7,WHATSAPP,WHATSAPP,0,7,0.172,0.865,0.172,0.629,1,1,1,0,2,1,817,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00932,case_syn_00932,checkout.abandoned,Checkout abandoned,cus_0032,mer_health_04,obl_syn_00932,payment,684800,0,684800,INR,upi,Kotak,checkout_abandoned,checkout_abandoned,1787205660,6,3,20,1,P3,smb,386,6,6,0.433,avoidant,7,1,2,0,0,1,8.9,55,21,20,SMS,EMAIL,3,6,0.885,0.293,0.443,0.115,1,1,1,1,0,0,633,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,Payment page closed before I got OTP.,normal
evt_syn_00933,case_syn_00933,checkout.abandoned,Checkout abandoned,cus_0219,mer_retail_01,obl_syn_00933,payment,1109100,0,1109100,INR,netbanking,HDFC,checkout_abandoned,checkout_abandoned,1787204640,5,3,20,0,P9,startup,640,13,8,0.458,method_switcher,0,0,1,0,5,3,9.8,15,13,8,PAYMENT_LINK,SMS,3,11,0.469,0.321,0.441,0.185,1,1,1,1,10,5,1149,normal,0,0,not_applicable,created,valid,REQUEST_PAYMENT_LINK,"Share a fresh link, I will complete it.",normal
